Sample ID	../MWA/H_ERR1398076/kraken/ERR1398076_kraken.out	../MWA/H_ERR1398077/kraken/ERR1398077_kraken.out	../MWA/H_ERR1398085/kraken/ERR1398085_kraken.out	../MWA/H_ERR1398168/kraken/ERR1398168_kraken.out	../MWA/H_ERR1398068/kraken/ERR1398068_kraken.out	../MWA/H_ERR1398221/kraken/ERR1398221_kraken.out	../MWA/NH_ERR1398129/kraken/ERR1398129_kraken.out	../MWA/NH_ERR1398206/kraken/ERR1398206_kraken.out	../MWA/NH_ERR1398263/kraken/ERR1398263_kraken.out	../MWA/NH_ERR1398078/kraken/ERR1398078_kraken.out	../MWA/NH_ERR1398257/kraken/ERR1398257_kraken.out	../MWA/NH_ERR1398089/kraken/ERR1398089_kraken.out
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales	26	25	7	23	23	27	9	21	19	14	4	12
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales	15	3	0	11	11	10	2	15	8	5	2	2
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales	54	30	4	37	37	51	12	44	31	34	4	22
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales	15	6	0	14	14	12	3	9	7	5	0	7
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Frankiales	8	1	0	5	5	3	0	5	2	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Catenulisporales	3	2	0	1	1	1	1	0	1	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinopolysporales	1	0	0	0	0	0	0	0	2	0	0	1
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Kineosporiales	2	0	0	1	1	3	0	3	0	1	0	1
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Jiangellales	2	1	0	1	1	1	0	1	0	1	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Geodermatophilales	2	2	0	4	4	3	0	3	0	3	0	1
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Acidothermales	0	1	0	0	0	0	0	1	0	0	0	1
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Nakamurellales	3	2	1	1	1	1	0	0	1	0	1	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Candidatus_Nanopelagicales	0	0	0	0	0	2	0	0	1	0	1	0
d__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	2	1	0	1	1	0	1	1	1	0	0	0
d__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales	9	5	0	3	3	4	0	4	0	6	1	4
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	216	56	9	103	103	95	15	161	44	111	65	93
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2916	689	11	69	69	93	1837	1076	221	76	61	102
d__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales	2	1	0	3	3	4	1	2	1	1	0	0
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales	0	0	4	2	2	6	1	1	2	0	2	1
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales	0	1	1	1	1	4	0	2	5	1	4	1
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales	1	0	2	2	2	1	0	1	0	0	2	1
d__Bacteria|p__Cyanobacteria|o__Nostocales	3	2	2	4	4	3	1	2	2	5	2	5
d__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales	1	3	1	0	0	5	0	3	1	2	1	3
d__Bacteria|p__Cyanobacteria|o__Chroococcales	0	0	0	1	1	3	0	2	0	0	0	1
d__Bacteria|p__Cyanobacteria|o__Oscillatoriales	4	1	0	1	1	4	0	6	4	3	0	2
d__Bacteria|p__Cyanobacteria|o__Synechococcales	19	10	1	10	10	15	4	15	11	9	3	6
d__Bacteria|p__Cyanobacteria|o__Chroococcidiopsidales	0	0	0	0	0	2	0	1	0	0	0	0
d__Bacteria|p__Cyanobacteria|o__Gloeoemargaritales	0	1	0	0	0	2	0	0	0	0	0	1
d__Bacteria|p__Calditrichaeota|c__Calditrichae|o__Calditrichales	1	0	0	0	0	1	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	3	0	2	0	0	2	0	1	0	0	0	1
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales	0	0	0	0	0	0	0	0	0	0	0	1
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales	4	1	0	2	2	4	0	3	1	1	0	1
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales	1	1	0	2	2	0	0	2	0	0	1	1
d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Natrialbales	3	1	0	2	2	2	1	0	1	1	0	1
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales	0	0	0	1	1	1	0	1	1	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales	0	0	0	0	0	1	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales	0	0	0	1	1	2	0	0	2	1	0	1
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales	3	4	1	4	4	1	2	3	1	1	0	3
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales	1	1	0	1	1	2	1	3	1	1	0	1
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanocellales	1	0	0	2	2	4	0	2	1	2	0	0
d__Viruses|f__Microviridae	2	0	0	0	0	2	0	0	0	0	1	0
d__Viruses|f__Inoviridae	0	0	0	0	0	1	0	0	0	0	0	0
d__Viruses|f__Poxviridae	0	0	1	0	0	0	0	0	0	0	0	0
d__Viruses|f__Baculoviridae	0	0	0	0	0	0	0	0	0	0	1	0
d__Viruses|f__Iridoviridae	0	1	0	1	1	0	0	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae	0	0	0	0	0	1	0	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Siphoviridae	1	1	2	2	2	0	0	0	1	0	2	1
d__Viruses|f__Mimiviridae	0	0	0	0	0	1	0	0	0	0	0	0
d__Viruses|f__Retroviridae	0	0	1	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae	1	1	2	1	1	1	1	0	3	1	3	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae	1	0	0	1	1	3	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Thiotrichaceae	0	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae	1	27	4	7	7	7	0	5	5	7	2	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	73	47	10	686	686	82	16	75	47	52	11	39
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	9957	7089	2499	5284	5284	68	321	2423	4194	2534	3029	10761
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae	5	4	2	3	3	6	1	4	3	5	4	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pectobacteriaceae	9	7	3	18	18	16	1	6	12	13	3	11
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae	18	16	7	26	26	22	10	16	14	14	9	15
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae	2	2	1	3	3	3	0	1	1	5	1	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae	0	2	5	0	0	1	2	1	1	2	5	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Budviciaceae	0	0	0	1	1	0	1	0	1	0	0	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae	0	0	1	2	2	0	0	1	1	0	2	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae	0	0	0	0	0	1	0	1	1	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae	7	6	1	3	3	5	1	5	4	5	1	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae	22	7	2	8	8	16	5	20	12	6	2	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Halothiobacillaceae	1	0	1	0	0	1	1	1	1	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Granulosicoccaceae	0	1	0	0	0	1	1	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Wenzhouxiangellaceae	0	0	0	1	1	0	0	1	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Woeseiaceae	0	1	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	23	7	3	14	14	19	2	9	7	6	3	8
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae	4	6	2	7	7	7	1	6	5	3	1	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae	0	0	0	0	0	1	0	1	1	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae	3	3	2	4	4	5	1	3	5	3	4	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae	15	7	5	14	14	26	4	17	13	15	7	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae	2	3	1	8	8	4	1	1	2	5	3	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oleiphilaceae	0	2	1	2	2	1	0	0	1	2	1	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae	4	1	0	2	2	2	1	1	0	1	0	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Hahellaceae	0	1	1	1	1	0	0	0	2	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Saccharospirillaceae	1	0	0	1	1	2	0	1	1	1	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Kangiellaceae	0	0	0	0	0	0	0	0	1	0	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae	4	3	6	3	3	8	3	3	3	6	1	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae	0	1	0	1	1	2	0	2	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae	0	0	1	3	3	0	0	1	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae	0	0	0	1	1	5	0	2	2	2	0	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Ferrimonadaceae	1	2	3	1	1	1	0	0	2	7	1	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Idiomarinaceae	0	0	0	1	1	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Psychromonadaceae	0	0	0	0	0	1	0	0	0	1	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae	6	7	2	6	6	14	4	8	5	7	8	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae	26	14	3	15	15	26	4	19	13	13	3	11
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	1	6	1305	37	37	7	0	4	1127	2429	260	12
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Orbales|f__Orbaceae	0	0	1	0	0	1	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales|f__Acidiferrobacteraceae	3	1	0	2	2	2	1	1	2	2	0	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae	3	4	0	5	5	4	2	4	3	2	4	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae	0	2	0	0	0	0	0	0	0	0	0	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae	1	1	1	3	3	2	0	1	1	2	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae	0	0	1	0	0	1	0	0	0	1	1	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Sinobacteraceae	0	1	0	0	0	1	0	0	1	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Immundisolibacterales|f__Immundisolibacteraceae	0	0	0	1	1	0	1	2	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bartonellaceae	1	1	0	2	2	0	1	0	2	2	2	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylocystaceae	4	0	0	3	3	1	0	3	2	1	0	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae	24	23	3	18	18	20	7	28	10	13	5	13
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae	7	7	0	9	9	6	2	9	6	6	0	5
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae	2	0	0	2	2	2	0	1	2	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae	13	10	4	12	12	12	3	16	5	9	4	7
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae	33	21	5	33	33	45	7	31	12	20	5	8
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae	2	3	0	1	1	4	0	5	1	1	0	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae	0	0	0	1	1	0	0	0	0	1	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae	9	7	3	5	5	7	1	7	4	5	1	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Aurantimonadaceae	2	3	1	1	1	3	1	1	0	2	0	2
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae	7	2	2	1	1	3	1	3	0	4	2	2
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Cohaesibacteraceae	2	2	0	2	2	2	1	2	2	3	1	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Chelatococcaceae	5	1	0	1	1	3	0	2	2	1	1	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae	0	1	0	0	0	0	0	2	2	2	1	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae	0	0	0	0	0	0	0	1	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae	0	0	0	0	0	0	0	0	0	0	1	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	19	17	1	12	12	24	10	10	12	6	4	6
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae	30	16	4	18	18	37	5	18	12	14	1	6
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae	43	18	4	34	34	46	7	30	22	19	7	15
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Hyphomonadaceae	0	0	1	1	1	0	0	2	1	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	23	11	3	24	24	33	4	30	13	11	3	10
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae	14	7	1	5	5	9	3	8	2	3	0	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae	9	5	6	9	9	14	3	10	4	7	1	7
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Parvularculales|f__Parvularculaceae	0	0	0	0	0	0	0	1	1	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Magnetococcales|f__Magnetococcaceae	0	0	0	0	0	0	1	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae	1	1	0	2	2	3	1	0	1	1	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae	1	2	0	2	2	1	1	3	2	2	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae	4	2	1	2	2	1	1	2	4	3	1	1
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae	2	0	1	0	0	1	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Sterolibacteriaceae	2	0	0	3	3	3	1	1	0	1	0	1
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae	31	11	3	26	26	34	7	22	18	18	13	21
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	14	5	1	16	16	34	2	102	4	12	4	4
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	53	24	6	38	38	50	2	560	24	23	3	21
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	77	23	7	44	44	86	9	56	25	25	6	14
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	15	6	7	15	15	20	3	14	7	22	4	6
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae	11	5	3	5	5	3	1	8	3	6	2	3
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae	4	3	1	2	2	2	0	1	1	2	1	1
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae	16	8	0	11	11	25	5	15	12	10	4	6
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Azonexaceae	1	1	2	0	0	4	0	5	0	1	0	0
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae	11	4	0	8	8	14	1	5	6	5	1	4
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Archangiaceae	7	8	2	7	7	7	4	7	6	7	3	8
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Vulgatibacteraceae	1	0	0	0	0	2	0	2	0	1	0	0
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Anaeromyxobacteraceae	12	6	1	4	4	7	5	8	9	4	2	7
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae	3	3	0	5	5	5	2	5	2	2	1	4
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Kofleriaceae	2	0	0	1	1	0	1	0	1	0	0	0
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae	9	3	1	6	6	6	2	8	4	3	0	7
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae	25	8	3	22	22	20	6	21	22	14	4	17
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	236	95	14	314	314	209	68	164	124	112	5	26
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfomicrobiaceae	11	4	1	16	16	12	2	12	10	9	0	0
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfohalobiaceae	1	0	0	0	0	1	0	2	2	1	0	0
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae	7	7	1	10	10	11	3	13	6	5	1	6
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae	3	1	1	4	4	3	1	3	0	1	1	2
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae	1	4	1	1	1	1	1	0	7	0	0	1
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophaceae	4	4	1	3	3	4	0	2	2	2	1	2
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfarculales|f__Desulfarculaceae	2	3	0	3	3	4	1	2	6	1	0	2
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|f__Candidatus_Desulfofervidaceae	0	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae	0	0	1	1	1	2	1	1	1	3	3	1
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	19	48	42	55	55	64	32	53	68	56	52	59
d__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales|f__Bdellovibrionaceae	0	0	0	0	0	1	0	1	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Acidithiobacillia|o__Acidithiobacillales|f__Acidithiobacillaceae	2	3	0	0	0	2	0	2	0	2	0	2
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0	0	1093	0	0	3	1	1	4	1	45	4
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	0	1	4	1	1	1	0	5	4	2	3	2
d__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae	4	2	0	1	1	2	0	2	3	0	1	0
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae	9	8	2	9	9	11	0	14	7	4	5	4
d__Bacteria|p__Acidobacteria|c__Solibacteres|o__Solibacterales|f__Solibacteraceae	2	1	0	2	2	4	0	3	1	0	0	0
d__Bacteria|p__Caldiserica|c__Caldisericia|o__Caldisericales|f__Caldisericaceae	0	0	1	0	0	0	0	0	0	0	1	0
d__Bacteria|p__Elusimicrobia|c__Endomicrobia|o__Endomicrobiales|f__Endomicrobiaceae	0	1	0	0	0	0	1	1	0	0	0	0
d__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae	3	0	0	0	0	1	0	1	0	0	1	1
d__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae	0	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae	0	1	1	1	1	1	0	4	0	1	0	0
d__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae	0	0	0	0	0	0	0	1	0	0	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae	2	1	0	5	5	4	0	5	1	0	1	1
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae	0	0	1	2	2	2	0	0	1	0	1	2
d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae	0	0	0	0	0	2	0	0	1	2	1	0
d__Bacteria|p__Chrysiogenetes|c__Chrysiogenetes|o__Chrysiogenales|f__Chrysiogenaceae	4	3	0	2	2	4	0	5	3	5	0	0
d__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae	0	0	1	0	0	0	0	0	1	0	1	0
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae	17	20	12	19	19	25	8	38	23	17	7	12
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae	0	0	2	0	0	2	0	0	1	3	1	0
d__Bacteria|p__Spirochaetes|c__Spirochaetia|f__Leptospiraceae	0	0	0	0	0	1	0	0	0	1	0	1
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae	27	17	4	20	20	26	6	20	10	3	0	8
d__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	4	4	1	2	2	7	1	6	4	0	1	2
d__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae	5	3	1	4	4	8	0	11	4	5	5	184
d__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales|f__Opitutaceae	13	5	1	9	9	14	1	14	6	6	0	5
d__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Puniceicoccales|f__Puniceicoccaceae	0	1	0	0	0	0	0	0	1	0	0	1
d__Bacteria|p__Verrucomicrobia|c__Methylacidiphilae|o__Methylacidiphilales|f__Methylacidiphilaceae	0	0	1	1	1	0	0	1	0	0	0	0
d__Bacteria|p__Kiritimatiellaeota|c__Kiritimatiellae|o__Kiritimatiellales|f__Kiritimatiellaceae	0	0	0	1	1	1	0	1	3	1	0	0
d__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Planctomycetaceae	9	12	2	9	9	14	5	9	13	10	4	10
d__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Isosphaeraceae	7	3	0	1	1	5	0	2	2	2	0	1
d__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Gemmataceae	1	0	0	0	0	0	0	0	0	0	0	0
